"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/143838-87","21","11.500","17-04-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Toros Mah. Liman Konutlarında Kiralık 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/kiliclar-emlak-ofisi-143838/abidin-kilic-4052422","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/6/6/8/4/4/4/1744882229539-44486631.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/2/4/2/5/0/4/d0d48ce6-f7d9-49e9-9186-3bddd5cdf3bc.jpg","Kılıçlar Emlak Ofisi"
"https://www.hepsiemlak.com/konya-karatay-haciyusufmescit-kiralik/daire/131749-199","21","29.000","07-05-2025","Kiralık Daire","3 +
                          1","180 m²","4
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Fetih Caddesi Kurtuluş İlkokul Yani 3+1 Full Eşyalı Kiralık Daire","Konya / Karatay / Hacıyusufmescit Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/5/9/7/4/4/4/1744752315683-44479530.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/56827-429","47","15.000","28-04-2025","Kiralık Daire","2 +
                          1","110 m²","30
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zirve Emlaktan Meram Yakada 2+1 Kiralık Daire","Konya / Meram / Aşkan Mah.","","","",""
"https://www.hepsiemlak.com/konya-eregli-haci-mustafa-kiralik/daire/138535-459","18","13.750","04-05-2025","Kiralık Daire","3 +
                          1","155 m²","10
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emr Gayrimenkuldan Hacımustafa Mahallesinde Kiralık 3+1 Daire","Konya / Ereğli / Hacı Mustafa Mah.","https://www.hepsiemlak.com/emlak-ofisi/emr-gayrimenkul-138535","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/3/5/8/3/1/fcd3cae9-1fcb-4158-9eca-83a8d5ca3cf0.jpg","","Emr Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-atakent-kiralik/daire/134421-91","11","7.500","01-05-2025","Kiralık Daire","1 +
                          1","55 m²","4
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul 'de Hastane Yanında Kiralık 1+1 Eşyasız Daire","Konya / Ereğli / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-ziya-gokalp-kiralik/daire/144654-202","14","12.000","04-05-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ziya Gökalp Mh Kiralık Eşyalı 1+1","Konya / Ereğli / Ziya Gökalp Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/0/8/1/4/4/4/1743703255-3366199-44418017.jpeg","",""
"https://www.hepsiemlak.com/konya-karatay-akabe-kiralik/daire/128032-1227","31","25.500","02-05-2025","Kiralık Daire","3 +
                          1","175 m²","15
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Adliye, Ünv. Hastane Yakını Kiralık Eşyalı 3+1 Daire","Konya / Karatay / Akabe Mah.","https://www.hepsiemlak.com/emlak-ofisi/altin-emlak-konya-128032","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/0/0/2/5/4/4/94b4f414-b6df-4c85-b445-54cdab5dcd5c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/0/8/2/1/28aab7ee-c8ee-4b51-af7e-81d8c61fb71f.jpg","Altın Emlak Konya"
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/0-44582255","13","20.000","06-05-2025","Kiralık Daire","3 +
                          1","180 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aşkan Mah. Kiralık Daire","Konya / Meram / Aşkan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/2/2/8/5/4/4/1746521981-308529-44582255.jpeg","",""
"https://www.hepsiemlak.com/konya-eregli-sinasi-kiralik/daire/140946-90","13","12.000","06-05-2025","Kiralık Daire","3 +
                          1","140 m²","35
                        Yaşında","Yüksek Giriş","","","","Kiralık 3+1 Müstakil Daire","Konya / Ereğli / Şinasi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/3/7/2/4/4/4/1743873787-768941-44427313.jpeg","",""
"https://www.hepsiemlak.com/konya-meram-meliksah-kiralik/daire/64166-744","12","20.000","24-04-2025","Kiralık Daire","3 +
                          1","155 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Meram Melikşah Mahallesi Ali İhsan Dayıoğlugil Okulu Yakını Kombili 3+1 Kiralık Daire","Konya / Meram / Melikşah Mah.","https://www.hepsiemlak.com/emlak-ofisi/cadde-emlak-64166","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/3/4/3/2/0/4/8c2aa32d-5d41-48a5-b18d-d165d53e5f05.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/1/4/6/0/aab2eb77-bd6b-47d1-b53d-6568a4d8a178.jpg","Cadde Emlak"
"https://www.hepsiemlak.com/konya-meram-meliksah-kiralik/daire/90958-149","34","23.000","24-04-2025","Kiralık Daire","3 +
                          1","150 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emlak81den Konya Meram Melikşah Da 3+1 Merkezi Kaloriferli Arakat Daire","Konya / Meram / Melikşah Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/6/4/7/4/4/4/1a57517b-62f7-4e18-8457-0fd1dff3f829.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-buhara-kiralik/daire/82432-17","35","28.000","03-05-2025","Kiralık Daire","4 +
                          1","190 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ak-44m Den Barış Cd Cepheli Kiralık Site İçi 4+1 Kombili Daire","Konya / Selçuklu / Buhara Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/3/0/7/5/4/4/c666e249bc4ef03e1f8eae9f9d7df1f81206539ffc94dc7a01f75d7acd31fd9de20697b3f64f8a1024d7287759ba9774.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-boyaciali-kiralik/daire/112304-176","15","12.000","03-05-2025","Kiralık Daire","3 +
                          1","150 m²","25
                        Yaşında","2. Kat","","","","Belediye Yakını Kiralık 3+1 Daire","Konya / Ereğli / Boyacıali Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/4/1/7/5/4/4/1746280575-930046-44571426.jpeg","",""
"https://www.hepsiemlak.com/konya-meram-atesbaz-i-veli-kiralik/daire/126592-261","23","18.000","30-04-2025","Kiralık Daire","3 +
                          1","160 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ateşbaz Veli Mah.3+1 Üst Kat 160 M² Kiralık Daire Palmiye Gayrimenkul Güvencesiyle","Konya / Meram / Ateşbaz-I Veli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/5/3/5/5/4/4/d385cd48-79db-4387-a7ce-bb66fa0be47a.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-yediler-kiralik/daire/122312-394","45","23.000","24-04-2025","Kiralık Daire","3 +
                          1","120 m²","6
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Felix Gayrimenkulden Site İçerinde 2+1 Kiralık Daire","Konya / Karatay / Yediler Mah.","https://www.hepsiemlak.com/emlak-ofisi/felix-gayrimenkul-122312","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/0/3/2/5/4/4/f9ed314e-f8c7-4e37-acb4-44fbda92f031.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/1/3/2/2/1/c4ba5446-a203-4065-b028-59194a1df9d8.jpg","Felıx Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-ihsaniye-kiralik/daire/132907-583","20","16.000","07-05-2025","Kiralık Daire","3 +
                          1","150 m²","25
                        Yaşında","4. Kat","","","","Dev Gayrimenkul Konya Selçuklu İhsaniye Mahallesi Barbaros Okul Yanı Kiralık Daire","Konya / Selçuklu / İhsaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/dev-gayrimenkul-132907/osman-deveci-3515825","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/8/5/2/2/4/4/1740125437793-44225876.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/8/5/1/5/3/e1d54282-8986-4c28-b674-f473e41b93f1.jpg","Dev Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/134421-87","11","7.000","01-05-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul'den Kiralık 1+1 Eşyasız Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/0/8/0/5/4/4/6fb42443204c66a05df823da4579135f0ce464b28d08eb2399050c88a5c945092c0e539bab0c9b885a7fb19882974dfb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/146865-178","11","7.550","13-04-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Modern House'da Kiralık 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/basyigit-gayrimenkul-146865","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/7/7/4/4/4/4/1744273011-942741-44447796.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/6/8/6/4/1/38cf7ba1-64fb-4ad2-934d-361ebe14318b.jpg","Başyiğit Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/0-44493086","11","8.500","18-04-2025","Kiralık Daire","1 +
                          1","65 m²","1
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Kiralık Daire","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/0/3/9/4/4/4/1744961998761-44493086.jpg","",""
"https://www.hepsiemlak.com/konya-meram-koycegiz-kiralik/daire/137230-216","14","20.000","07-05-2025","Kiralık Daire","3 +
                          1","145 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Karaca'dan Köyceğiz'de Kiralık 3+1 Daire","Konya / Meram / Köyceğiz Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/5/0/5/7/3/4/76aafefd-9b5c-4cc3-b2be-5b58b16c0711.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-binkonutlar-kiralik/daire/57166-1941","8","15.000","07-05-2025","Kiralık Daire","3 +
                          1","135 m²","20
                        Yaşında","1. Kat","","","","İsa Kavak'tan Kiralık 3+1","Konya / Selçuklu / Binkonutlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/isa-kavak-gayrimenkul-57166/isa-kavak-1060006","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/8/9/3/4/4/4/1744127296643-44439802.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","İsa Kavak Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/2168-2274","15","14.000","18-04-2025","Kiralık Daire","2 +
                          1","115 m²","20
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Uğur Emlak'tan Mesaj Caddesi Üzerinde 2+1 Bireysel Kombili Daire","Konya / Selçuklu / Bosna Hersek Mah.","https://www.hepsiemlak.com/emlak-ofisi/ugur-emlak-2168","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/5/7/9/4/4/4/1745005337519-44497591.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/1/2/0/0/64e92276-627a-45b2-9cb0-52a40e2c7dbe.jpg","Uğur Emlak"
"https://www.hepsiemlak.com/konya-eregli-fatih-kiralik/daire/158085-14","13","12.000","06-05-2025","Kiralık Daire","1 +
                          1","55 m²","4
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Full Eşyalı Kiralık Daire","Konya / Ereğli / Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/dmk-gayrimenkul-158085/murat-kocer-4425499","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/2/7/7/5/4/4/b116dd69-b2ab-458d-aa81-d78c67bdac1b.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/9/4/5/2/4/4/cad4f5a6-58d3-44c1-acd0-92deb93b178c.jpg","Dmk Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/95114-363","23","19.000","05-05-2025","Kiralık Daire","3 +
                          1","165 m²","17
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Selcuklu Kosova Mh Merkezı Konum Japon Parkı Farabi Hast.Istanbul Yolu Yakını Geniş 3+1kiralık Daıre","Konya / Selçuklu / Kosova Mah.","https://www.hepsiemlak.com/emlak-ofisi/bora-emlak-95114/orhan-karakuzu-1977300","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/0/0/6/5/4/4/1746111752697-44560072.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/0/3/7/7/9/1/eec8e8ac-bbe6-43f4-85e7-b5beb38316b5.jpg","Bora Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-yazir-kiralik/daire/82432-16","24","24.500","03-05-2025","Kiralık Daire","3 +
                          1","170 m²","11
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ak-44m Den Otogar Ve Türmak Lisesi Yanı Kiralık 3+1 Kombili Dair","Konya / Selçuklu / Yazır Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/2/0/7/5/4/4/90ac1a64993fee4f22533217cc39412102ee6fdce17e4907ae3e78a68bce98b99f28a8388d9e256f5f4931374bdf0f10.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-sancak-kiralik/daire/92929-455","43","20.000","07-05-2025","Kiralık Daire","2 +
                          1","115 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sancak Mah.Novada Avm Ark.Sıfır Kapalı-Açık Otoparklı,Bireysel Kombi Doğalgazlı Kiralık Yeni Daire","Konya / Selçuklu / Sancak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/4/3/0/0/4/4/e8abd312-91bd-4876-8293-4d87a1139f6c.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-haci-mustafa-kiralik/daire/128440-114","28","10.500","01-05-2025","Kiralık Daire","3 +
                          1","120 m²","5
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Er Gayrimenkul Den Kiralık 3 + 1 110 M2 Kiralık Daire","Konya / Ereğli / Hacı Mustafa Mah.","https://www.hepsiemlak.com/emlak-ofisi/er-gayrimenkul-128440/erdal-atmaca-3212472","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","","Er Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-comlekci-kiralik/daire/98608-1542","26","10.000","04-05-2025","Kiralık Daire","1 +
                          1","45 m²","5
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 1+1daire Eşyalı","Konya / Ereğli / Çömlekçi Mah.","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-98608","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/6/8/9/0/5bc0af2d-b7c2-4002-af38-f8c4bbfb4662.jpeg","","Karaca Emlak"
"https://www.hepsiemlak.com/konya-eregli-haci-mutahir-kiralik/daire/140946-89","11","10.500","02-05-2025","Kiralık Daire","3 +
                          1","160 m²","30
                        Yaşında","3. Kat","","","","Kiralık 3+1 Çarşı Merkezde Daire","Konya / Ereğli / Hacı Mütahir Mah.","","","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/134421-89","10","7.250","01-05-2025","Kiralık Daire","1 +
                          1","57 m²","1
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul'den Kiralık Lüx 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/4/3/1/5/4/4/89ef6a24b05e67e0f30afb1b33974b735b2f3e1f7c488aab838a4b692888048def9224dfbcced5914d8acf060e2c9698.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-kulu-camikebir-kiralik/daire/56692-1034","18","12.000","02-05-2025","Kiralık Daire","3 +
                          1","175 m²","12
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Özdemir Emlakdan Kulu Çarşı İçinde Kiralık 3+1 Daire","Konya / Kulu / Camikebir Mah.","https://www.hepsiemlak.com/emlak-ofisi/kulu-ozdemir-emlak-56692/hasan-ozdemir-1053130","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/3/4/8/4/4/4/1744826407332-44484395.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/1/3/5/0/1/05fda22f-c719-4b3e-a435-de685a7681e9.jpg","Kulu Özdemir Emlak"
"https://www.hepsiemlak.com/konya-karatay-kumkopru-kiralik/daire/57166-1943","7","12.500","07-05-2025","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","Giriş Katı","","","","İsa Kavak'tan Kiralık 3 1 Daire","Konya / Karatay / Kumköprü Mah.","https://www.hepsiemlak.com/emlak-ofisi/isa-kavak-gayrimenkul-57166/isa-kavak-1060006","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/8/9/3/4/4/4/1744127744553-44439825.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","İsa Kavak Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-haci-mutahir-kiralik/daire/112304-122","13","9.500","02-05-2025","Kiralık Daire","3 +
                          1","155 m²","25
                        Yaşında","1. Kat","","","","Çarşı Merkezde Bu Fiyata Kiralık 3+1 Daire Yok !!! Kıbrıs Caddesi Henry Jones Cafe Karşısında","Konya / Ereğli / Hacı Mütahir Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/2/2/2/2/4/4/1740052384-628055-44222279.jpeg","",""
"https://www.hepsiemlak.com/konya-selcuklu-sancak-kiralik/daire/99983-1100","21","14.000","08-05-2025","Kiralık Daire","3 +
                          1","125 m²","20
                        Yaşında","Yüksek Giriş","","","","Emrah Çiftci'den Selçuklu Sancak Mah.Mta Civarı Kiralık 3+1 Kombili Daire","Konya / Selçuklu / Sancak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/6/8/7/5/4/4/ff4a5599-bcdd-4e60-a881-591992a7c592.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-feritpasa-kiralik/daire/0-44532703","6","26.000","27-04-2025","Kiralık Daire","3 +
                          1","165 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kerkük Caddesinde Kiralık Daire","Konya / Selçuklu / Feritpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/7/2/3/5/4/4/cs5DBrbUZ7XDIyO5te-O5.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-sancak-kiralik/daire/92929-454","39","25.000","07-05-2025","Kiralık Daire","3 +
                          1","165 m²","Sıfır Bina","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Sancak Mah.Novada Avm Ark.Sıfır Kapalı-Açık Otoparklı,Isı Pay Ölçerli Yeni Daire,","Konya / Selçuklu / Sancak Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/2/3/0/0/4/4/cf80eeb6-2ffb-467e-9391-925d1d6512f6.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/bina/2168-1608","10","11.500","05-05-2025","Kiralık Bina","1 +
                          1","45 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Uğur Emlaktan Bayanlara Özel Faturalar Dahil 1+1 Eşyalı Kiralık Stüdyo Daire","Konya / Selçuklu / Bosna Hersek Mah.","https://www.hepsiemlak.com/emlak-ofisi/ugur-emlak-2168","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/2/4/5/4/6/2/bedf0084-6b00-4f11-98f4-974aa9e222ab.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/1/2/0/0/64e92276-627a-45b2-9cb0-52a40e2c7dbe.jpg","Uğur Emlak"
"https://www.hepsiemlak.com/konya-meram-meliksah-kiralik/daire/64166-882","33","28.000","26-04-2025","Kiralık Daire","4 +
                          1","220 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Meram Hocafakıh Caddesi Yakını Şeker Fabrikası Yakını Geniş 4+1 Arakat Kiralık Daire","Konya / Meram / Melikşah Mah.","https://www.hepsiemlak.com/emlak-ofisi/cadde-emlak-64166","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/4/3/3/5/4/4/927183c7-01d2-40cd-8156-580b99e89078.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/1/4/6/0/aab2eb77-bd6b-47d1-b53d-6568a4d8a178.jpg","Cadde Emlak"
"https://www.hepsiemlak.com/konya-eregli-ucgoz-kiralik/daire/98608-1540","25","9.500","03-05-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 1+1daire Çarşı Merkez Yakını","Konya / Ereğli / Üçgöz Mah.","https://www.hepsiemlak.com/emlak-ofisi/karaca-emlak-98608","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/1/2/7/5/4/4/1746298195203-44572138.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/6/8/9/0/5bc0af2d-b7c2-4002-af38-f8c4bbfb4662.jpeg","Karaca Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/72388-370","24","13.000","07-05-2025","Kiralık Daire","2 +
                          1","120 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","******açıklamayı Okuyun******bosna Hersek Mah Deluxe Düğün Salonu Arkası Teklif Sitesi Kiralık Daire","Konya / Selçuklu / Bosna Hersek Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/3/0/4/6/3/4/5b99c72f-8ea9-4b8c-9679-0cef9c634a7f.jpg","",""
