"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/konya-eregli-mehmet-akif-kiralik/daire/139936-367","18","12.000","06-05-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mehmet Akif Mahallesi Kiralık Eşyalı Geniş 1+1 Arakat Asansörlü Daire","Konya / Ereğli / Mehmet Akif Mah.","https://www.hepsiemlak.com/emlak-ofisi/vizyon-gayrimenkul-danismanligi-139936/halil-ibrahim-ogun-volkan-cetinkaya-3917532","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/1/7/8/2/4/4/1741244514365-44287105.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/3/5/7/1/9/3/0aa59a0b-00e5-4df7-b327-4fbd7704040e.jpg","Vizyon Gayrimenkul Danışmanlığı"
"https://www.hepsiemlak.com/konya-kulu-camikebir-kiralik/daire/56692-1035","12","9.000","02-05-2025","Kiralık Daire","2 +
                          1","90 m²","12
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Özdemir Emlaktan Çarşı İçinde Kiralık 2+1 Daire","Konya / Kulu / Camikebir Mah.","https://www.hepsiemlak.com/emlak-ofisi/kulu-ozdemir-emlak-56692/hasan-ozdemir-1053130","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/8/1/4/5/4/4/1745846176187-44541866.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/1/3/5/0/1/05fda22f-c719-4b3e-a435-de685a7681e9.jpg","Kulu Özdemir Emlak"
"https://www.hepsiemlak.com/konya-eregli-yunuslu-kiralik/daire/128440-392","11","12.500","24-04-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Er Gayrimenkulden Şehir Merkezinde Sıfır Eşyalı Kiralık Lüks Daire","Konya / Ereğli / Yunuslu Mah.","https://www.hepsiemlak.com/emlak-ofisi/er-gayrimenkul-128440/erdal-atmaca-3212472","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/7/0/2/4/4/4/8709d1cb-0504-4db4-ae28-568bef9ade4e.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Er Gayrimenkul"
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/0-44438072","17","19.000","14-04-2025","Kiralık Daire","3 +
                          1","145 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Daire(eğitim Fakültesinin Yanı)","Konya / Meram / Aşkan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/0/8/3/4/4/4/1744111944-458108-44438072.jpeg","",""
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/0-44427318","21","13.500","13-04-2025","Kiralık Daire","3 +
                          1","75 m²","7
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emeklikonutlarında  2+1 Dairesehir Manzaralı","Konya / Meram / Gödene Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/3/7/2/4/4/4/lueK8OuP2ZwIIm_jB5qY_.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/133419-77","25","10.000","19-04-2025","Kiralık Daire","3 +
                          1","155 m²","25
                        Yaşında","4. Kat","","","","Arıcı İnșaat Emlak Gayrimenkulden Sahıbata Mah 3+1 Kiralık Daire","Konya / Meram / Sahibiata Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/3/8/9/6/0/4/1682589817914-40698369.jpg","",""
"https://www.hepsiemlak.com/konya-selcuklu-feritpasa-kiralik/daire/5115-3880","29","20.000","03-05-2025","Kiralık Daire","3 +
                          1","160 m²","25
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Turyap' Tan Nene Hatun Parkı - Nalçacıda 3+1 Salon Geniş Daire","Konya / Selçuklu / Feritpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/9/5/3/4/4/10b5428f-0258-4d27-9822-005d854ec788.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-atakent-kiralik/daire/0-44463218","14","19.000","13-04-2025","Kiralık Daire","3 +
                          1","152 m²","4
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Hastane Cad. Hastaneye Biradim Kiralık Daire","Konya / Ereğli / Atakent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/2/3/6/4/4/4/aeCoCZPYo_41c2oRfFGLO.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/124511-745","21","12.000","07-05-2025","Kiralık Daire","2 +
                          1","115 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Derya Ova Emlaktan Toros Mahallesinde Kiralık 2+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/derya-ova-gayrimenkul-124511","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/5/7/1/5/4/4/1745397760601-44517569.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/5/4/2/1/338198f3-105e-4ae2-b7e3-ef1c28a0bcbf.jpg","Derya Ova Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-fatih-kiralik/daire/62608-1290","12","15.000","05-05-2025","Kiralık Daire","3 +
                          1","150 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mutlu Emlak'tan Fatih Mah 3+1 Kombili Kiralık Müstakil Ev","Konya / Ereğli / Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/mutlu-emlak-62608/ilhami-mutlu-1132011","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/5/9/7/5/4/4/1746462598453-44579560.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/1/0/2/3/1/1/9abbcb8e-b037-4352-be7c-1ad9c7a14137.jpg","Mutlu Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-hocacihan-kiralik/daire/128032-1207","49","26.000","04-05-2025","Kiralık Daire","3 +
                          1","155 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beyşehir Caddesine Yürüme Mesafesinde Kiralık 3+1 Daire","Konya / Selçuklu / Hocacihan Mah.","https://www.hepsiemlak.com/emlak-ofisi/altin-emlak-konya-128032","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/0/8/2/1/28aab7ee-c8ee-4b51-af7e-81d8c61fb71f.jpg","","Altın Emlak Konya"
"https://www.hepsiemlak.com/konya-meram-godene-kiralik/daire/139839-186","26","8.750","17-03-2025","Kiralık Daire","2 +
                          1","90 m²","12
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Meram Gödene’de 2+1 Kiralık Daire Önü Açık","Konya / Meram / Gödene Mah.","","","",""
"https://www.hepsiemlak.com/konya-meram-konevi-kiralik/daire/64166-881","24","25.000","24-04-2025","Kiralık Daire","4 +
                          1","240 m²","20
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konevi Mahallesi(mamuriye) Eski Stadyum Yakını 4+1 Kiralık Daire","Konya / Meram / Konevi Mah.","https://www.hepsiemlak.com/emlak-ofisi/cadde-emlak-64166","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/1/4/6/0/aab2eb77-bd6b-47d1-b53d-6568a4d8a178.jpg","","Cadde Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-bosna-hersek-kiralik/daire/40443-686","28","15.000","07-04-2025","Kiralık Daire","2 +
                          1","110 m²","21
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Bosna Ravza Sitesi Kiralık 2+1 Daire","Konya / Selçuklu / Bosna Hersek Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/5/9/8/2/4/4/1741263446707-44289538.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/daire/62297-346","8","14.000","22-04-2025","Kiralık Daire","1 +
                          1","80 m²","10
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Meram Yakada Kiralık 1+1.Studyo Daire.","Konya / Meram / Aşkan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/1/6/1/5/4/4/1745350361767-44516175.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/152275-122","11","11.000","13-03-2025","Kiralık Daire","2 +
                          0","75 m²","1
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Thor'dan Kiralık Konya Ereğli Toros Mahallesi 2+0 Daire","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/8/1/2/3/4/4/d37460e4-2936-4c76-83b5-3c4fb09ba4dc.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/134421-85","13","10.250","30-04-2025","Kiralık Daire","1 +
                          1","58 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul 'den Kiralık 1+1 Eşyalı Sıfır Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/0/8/0/5/4/4/10c6d7b0f20b8153a770ab41cb65c509b9fbb4d0a274a36cdedff714f9e0caa6158d11cf8d4a00db385d948a31dded33.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-yunuslu-kiralik/daire/153950-43","9","11.000","05-05-2025","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Eti Mah. Kiralık 2+1 Amerikan Mutfaklı Daire","Konya / Ereğli / Yunuslu Mah.","https://www.hepsiemlak.com/emlak-ofisi/berkay-yildirim-gayrimenkul-153950","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/6/9/3/6/5/4/4/1746183573-027246-44563968.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/9/3/5/1/5694c066-2a9d-4769-8f15-392de4d3c052.jpg","Berkay Yıldırım Gayrimenkul"
"https://www.hepsiemlak.com/konya-kulu-yeni-kiralik/daire/141863-158","9","9.000","07-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuluda Kiralık 1+1 Daireler","Konya / Kulu / Yeni Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/7/2/0/4/4/4/1743246040802-44402713.jpg","",""
"https://www.hepsiemlak.com/konya-meram-askan-kiralik/villa/81846-2127","2","30.000","05-05-2025","Kiralık Villa","5 +
                          1","250 m²","30
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Meram Yeniyol Da Kiralık Villa","Konya / Meram / Aşkan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/1/5/9/6/5/4/4/664c9aa1-7980-47e7-b19a-b2aeb5e97504.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-fatih-kiralik/daire/129985-532","8","13.500","05-05-2025","Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Lider Emlaktan Fatih Mahallesi Kiralık 3+1 Daire","Konya / Ereğli / Fatih Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/5/1/3/5/4/4/c30b47cc-ee0f-48b8-bfd5-3ea0f2454641.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-hamzaoglu-kiralik/daire/57166-1977","13","23.500","05-05-2025","Kiralık Daire","3 +
                          1","170 m²","7
                        Yaşında","5. Kat","","","","İsa Kavak'tan Adliyeye Yakın Kiralık 3+1","Konya / Karatay / Hamzaoğlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/isa-kavak-gayrimenkul-57166/isa-kavak-1060006","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/7/5/7/5/4/4/1746432195204-44575719.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","İsa Kavak Gayrimenkul"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/152275-139","10","12.500","03-04-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Thor'dan Kiralık Konya Ereğli 1+1 Eşyalı Daire","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/0/7/1/4/4/4/6416c9de-6221-4d3a-93c4-be092a293dcc.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/0-44451979","7","11.000","27-04-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","Ara Kat","","","","Sahibinden Memura Kiralık","Konya / Ereğli / Toros Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/9/1/5/4/4/4/1744313360-607687-44451979.jpeg","",""
"https://www.hepsiemlak.com/konya-selcuklu-kosova-kiralik/daire/145022-101","34","39.000","16-04-2025","Kiralık Daire","4 +
                          1","220 m²","7
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beymira Yapı'dan Kiralık 4+1 Lüks Geniş Ferah Daire","Konya / Selçuklu / Kosova Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/6/6/3/4/4/57082a55-e8dc-443a-b681-e056b7383267.jpg","",""
"https://www.hepsiemlak.com/konya-meram-sahibiata-kiralik/daire/131749-194","9","10.000","06-05-2025","Kiralık Daire","1 +
                          1","90 m²","25
                        Yaşında","Giriş Katı","","","","Macur Pazarinda 1+1 Kombili","Konya / Meram / Sahibiata Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/3/7/5/4/4/4/1744378209900-44457396.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-namik-kemal-kiralik/daire/153950-19","9","11.000","05-05-2025","Kiralık Daire","2 +
                          0","70 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Belediye Civarı Kiralık 2+0","Konya / Ereğli / Namık Kemal Mah.","https://www.hepsiemlak.com/emlak-ofisi/berkay-yildirim-gayrimenkul-153950","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/7/1/3/0/4/4/1736766418-821388-44031795.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/9/3/5/1/5694c066-2a9d-4769-8f15-392de4d3c052.jpg","Berkay Yıldırım Gayrimenkul"
"https://www.hepsiemlak.com/konya-karatay-karaaslandede-kiralik/daire/145022-100","26","18.000","20-03-2025","Kiralık Daire","3 +
                          1","160 m²","7
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Beymira 'dan Karaaslan Mahallesi Kiralık 3+1 Masrafsız Daire","Konya / Karatay / Karaaslandede Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/1/1/5/3/4/4/3196945f-abde-48f0-8dac-cbc3cc695cd1.jpg","",""
"https://www.hepsiemlak.com/konya-karatay-akabe-kiralik/daire/0-44571928","4","19.000","03-05-2025","Kiralık Daire","2 +
                          1","110 m²","5
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Şehir Hastahanesi Adliye Yakını Eşyalı Kiralık","Konya / Karatay / Akabe Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/9/1/7/5/4/4/1746290011750-44571928.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-talatpasa-kiralik/daire/140946-78","9","10.000","08-05-2025","Kiralık Daire","1 +
                          1","50 m²","2
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Çarşı Merkezde Eşyalı 1+1 Daire Komisyonsuz","Konya / Ereğli / Talatpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/1/0/6/4/3/4/1745299312-0061688-43460119.jpeg","",""
"https://www.hepsiemlak.com/konya-eregli-atakent-kiralik/daire/134421-95","9","12.000","01-05-2025","Kiralık Daire","1 +
                          1","55 m²","5
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aybars Gayrimenkul'den Hastane Yanında Kiralık 1+1 Eşyalı Daire","Konya / Ereğli / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/aybars-gayrimenkul-134421","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/8/8/3/5/4/4/9d29a5ffe9f6369ced3947bac091f2904700260589ccde01b04948c0c4b797780e5dbca91b86ee1102d45d4b31041b8f.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/2/4/4/3/1/7b4b0ad7-ff44-4078-9cda-2706259e6977.jpg","Aybars Gayrimenkul"
"https://www.hepsiemlak.com/konya-selcuklu-feritpasa-kiralik/daire/122780-217","37","18.500","29-04-2025","Kiralık Daire","4 +
                          1","180 m²","15
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kule Site Avm Yakını Kiralık 4+1 Daire","Konya / Selçuklu / Feritpaşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/2/5/5/4/5/4/4/b2eab340-4f05-4294-90a4-cc37e8ee5e16.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-atakent-kiralik/daire/129462-872","24","12.000","24-04-2025","Kiralık Daire","1 +
                          1","65 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Leyan Emlak'dan Kıralık Esyalı 1+1","Konya / Ereğli / Atakent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/4/4/2/5/4/4/1745503160918-44524499.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-hidirli-kiralik/daire/0-44510626","17","15.000","22-04-2025","Kiralık Daire","3 +
                          1","150 m²","17
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konya/ereğli Hıdırlı Mahallesi Kiralık Daire","Konya / Ereğli / Hıdırlı Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/6/0/1/5/4/4/1745266703233-44510626.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-aydinlar-kiralik/mustakil-ev/121257-40","23","14.000","21-04-2025","Kiralık Müstakil Ev","3 +
                          1","350 m²","25
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Müstakil Kiralık 3+1 Hastane Yolu Soil(döş Petrol) Karşısı","Konya / Ereğli / Aydınlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/efece-emlak-121257/ilker-icin-2776573","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/7/5/6/7/7/2/7915af6a-edc7-4dd5-88e3-b75904e86575.jpg","","Efece Emlak"
"https://www.hepsiemlak.com/konya-selcuklu-dumlupinar-kiralik/daire/0-44503233","18","26.500","07-05-2025","Kiralık Daire","3 +
                          1","190 m²","9
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dumlupınar Mahallesinde Kiralık Daire","Konya / Selçuklu / Dumlupınar Mah.","","","",""
"https://www.hepsiemlak.com/konya-eregli-talatpasa-kiralik/mustakil-ev/132067-230","48","20.000","30-04-2025","Kiralık Müstakil Ev","4 +
                          1","200 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yunuslu Mah.De Ahırlı 16 Evlek Kiralık Müstakil Ev","Konya / Ereğli / Talatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/yuvam-emlak-132067/abdullah-emre-aktepe-3456572","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/7/5/6/5/4/3/afe8993c-3d8f-4ca1-9c32-2ee511d98447.jpg","","Yuvam Emlak"
"https://www.hepsiemlak.com/konya-meram-konevi-kiralik/daire/136471-482","30","16.500","15-04-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konya Meram 3+1 120 M2 Millet Bahçesi Yanında Daire","Konya / Meram / Konevi Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/2/6/7/4/4/4/a288c947-57b2-4101-b789-a0a49afb1f4d.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-bati-elagozlu-kiralik/daire/0-44391937","15","12.500","30-04-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Gülbahçede Adeseye Çarşıya Yürüme Mesafesi Eşyalı 1+1 Kiralık Daire","Konya / Ereğli / Batı Elagözlü Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/9/1/9/3/4/4/1743024995290-44391937.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-ziya-gokalp-kiralik/daire/0-44317502","17","10.000","13-03-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Emniyet Ve Yeni Sanayi Sitesi Yakınında Güney Cephe Kiralık 1+1","Konya / Ereğli / Ziya Gökalp Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/5/7/1/3/4/4/JRID15lj7wn2Vu5qWSa3s.jpg","",""
"https://www.hepsiemlak.com/konya-eregli-cahi-kiralik/daire/123376-625","43","9.000","06-05-2025","Kiralık Daire","2 +
                          1","120 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Ereğli De Hayat 1emlak Tan (cahı Mah.) 2+1 Kiralık Daire","Konya / Ereğli / Cahı Mah.","https://www.hepsiemlak.com/emlak-ofisi/hayat-emlak-123376/ramazan-gundogdu-nevzat-dikmener-2890815","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/2/8/0/3/4/4/1746519006704-44308214.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Hayat Emlak"
"https://www.hepsiemlak.com/konya-eregli-toros-kiralik/daire/146865-174","18","10.000","28-04-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Toros Mahallesinde Kiralık Eşyalı 1+1 Daire","Konya / Ereğli / Toros Mah.","https://www.hepsiemlak.com/emlak-ofisi/basyigit-gayrimenkul-146865","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/6/7/1/4/4/4/1743696221-273864-44417689.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/6/8/6/4/1/38cf7ba1-64fb-4ad2-934d-361ebe14318b.jpg","Başyiğit Gayrimenkul"
